MS_1,MS_2,MS_3,MS_4,MS_5,MS_6,MS_7,MS_8,MS_9,MS_10,M_1,M_2,M_3,M_4,M_5,M_6,M_7,M_8,M_9,M_10,M_11,M_12,M_13,DM_1,DM_2,DM_3,DM_4,DM_5,DM_6,DM_7,DM_8,DM_9,DM_10,DM_11,DM_12,DM_13,D2M_1,D2M_2,D2M_3,D2M_4,D2M_5,D2M_6,D2M_7,D2M_8,D2M_9,D2M_10,D2M_11,D2M_12,D2M_13,classID
4.3593893,1.0247037,0.8810813,1.3899997,1.3783047,1.3866919,0.9926674,0.30093014,0.053272452,0.01755442,-49.95225,78.66236,-46.226967,43.633587,2.3694644,17.43661,3.9929538,10.124935,-8.446024,6.979914,-9.010412,10.564259,-7.7472734,4.13E-09,-5.51E-09,2.76E-09,-3.45E-10,-6.89E-10,-1.38E-09,-1.38E-09,-5.51E-09,1.38E-09,1.38E-09,-2.76E-09,0,2.76E-09,6.89E-10,9.65E-09,-9.47E-10,-3.45E-09,-4.13E-09,6.89E-10,1.38E-09,1.72E-09,-1.03E-09,-4.82E-09,-6.89E-09,-4.82E-09,-2.58E-10,0
4.9339333,1.1862924,0.8811511,1.4155686,1.5505731,1.5376465,1.1249883,0.33016968,0.07632709,0.027054345,-41.554123,73.98945,-41.48282,42.704975,4.045788,17.738882,1.8197607,10.856836,-8.418466,7.715882,-7.37536,9.994842,-7.445285,-2.76E-09,2.76E-09,2.76E-09,0,2.76E-09,1.38E-09,0,2.76E-09,0,6.89E-09,-1.38E-09,-2.41E-09,2.76E-09,-4.13E-09,1.38E-09,7.58E-09,5.51E-09,5.43E-09,4.82E-09,1.38E-09,1.38E-09,-4.13E-09,-4.82E-09,0,-1.38E-09,6.20E-09,0
4.9444857,1.2112614,0.86173224,1.3941605,1.5481924,1.5294917,1.0751957,0.33282253,0.07747304,0.026189413,-42.473076,73.577065,-41.15734,42.890488,3.6694984,17.890942,1.2887449,10.446184,-8.171657,7.4500847,-7.520731,10.218927,-6.675794,-5.51E-09,5.51E-09,-1.38E-09,2.76E-09,2.07E-09,3.10E-09,-4.13E-09,2.76E-09,0,0,-3.45E-09,-2.76E-09,3.36E-09,0,-2.76E-09,-9.65E-09,-5.51E-09,4.13E-09,-7.41E-09,-1.64E-09,9.47E-10,-2.76E-09,0,6.89E-10,-1.89E-09,1.89E-09,0
4.298686,1.0888972,0.8139882,1.2946465,1.3709997,1.3033186,0.9986602,0.3087215,0.066803806,0.018783214,-48.430897,74.79983,-42.518436,43.277344,1.6140176,18.160784,2.1752214,9.988944,-8.385363,7.701292,-7.413021,9.357841,-6.413839,-7.58E-09,2.76E-09,-4.13E-09,0,2.76E-09,-1.38E-09,-6.89E-10,-1.38E-09,-4.13E-09,1.03E-09,-1.38E-09,3.45E-09,3.45E-10,1.10E-08,2.76E-09,-2.24E-09,2.07E-09,-1.72E-09,-5.51E-09,2.76E-09,1.38E-09,3.45E-09,2.76E-09,6.89E-10,2.07E-09,-3.01E-09,0
3.758867,0.9824954,0.78327745,1.2025213,1.223181,1.1665794,0.9861369,0.30012947,0.06207048,0.016299972,-51.49878,75.14033,-43.071262,43.705418,0.44781265,17.888414,2.8074365,9.911471,-8.426399,7.6935825,-7.022887,8.85769,-6.849951,5.51E-09,4.82E-09,2.76E-09,6.89E-10,2.76E-09,-1.38E-09,-2.76E-09,2.41E-09,6.89E-09,2.41E-09,-3.45E-09,-2.07E-09,-3.10E-09,2.76E-09,3.10E-09,-9.99E-09,6.89E-10,-2.24E-09,0,-4.82E-09,0,-6.89E-10,-1.72E-10,0,-6.89E-09,1.72E-09,0
3.728948,0.994354,0.78038883,1.1638244,1.2109532,1.2381814,0.99204904,0.30704215,0.063364245,0.016217208,-51.180637,74.940155,-43.006783,44.368916,0.46797666,17.147038,2.324345,10.016931,-7.946007,7.117189,-6.9289975,9.030874,-6.961718,2.07E-09,-1.38E-09,6.89E-10,-2.76E-09,-2.76E-09,-1.38E-09,9.47E-10,2.07E-09,-2.76E-09,0,-8.27E-09,5.17E-10,-1.38E-09,-1.38E-09,2.07E-09,-1.72E-09,2.41E-09,2.07E-09,-1.38E-09,-2.76E-09,1.03E-09,-6.89E-09,0,0,-6.89E-10,6.89E-10,0
4.0505486,0.9991187,0.7654897,1.1827843,1.2776717,1.3326352,0.98826724,0.3120836,0.06408249,0.01649319,-50.12998,75.4835,-42.997913,44.945797,1.4260154,17.479916,2.3176792,9.83276,-7.496145,6.8919673,-7.064475,9.496364,-6.951806,4.13E-09,5.17E-09,-2.76E-09,-4.13E-09,-5.51E-09,6.89E-10,6.89E-10,2.93E-09,-1.38E-09,5.51E-09,1.38E-09,2.76E-09,4.13E-09,3.45E-09,-3.45E-10,-3.79E-09,1.38E-09,1.38E-09,-2.41E-09,4.13E-09,1.72E-10,3.45E-09,-3.45E-09,-3.45E-10,4.13E-09,2.76E-09,0
4.0697923,0.97541535,0.75428826,1.1741257,1.2966462,1.2932206,0.992254,0.31433052,0.06384717,0.01751501,-50.15178,74.76059,-42.537205,44.51207,2.0495377,17.808525,2.8215034,9.354329,-7.4910374,6.986728,-7.667906,9.610295,-6.640334,-6.89E-10,-1.38E-09,1.38E-09,0,1.03E-09,3.45E-10,-5.51E-09,1.98E-09,2.76E-09,-4.13E-09,4.13E-09,0,-6.89E-10,2.07E-09,-3.45E-09,-1.72E-09,5.17E-10,-1.38E-09,6.89E-10,-2.58E-09,1.38E-09,5.86E-09,1.72E-09,8.27E-09,4.13E-09,-2.93E-09,0
4.118424,1.0141517,0.82379335,1.2157214,1.2740334,1.2302458,0.97115594,0.30876082,0.062001202,0.017920675,-49.872627,75.2955,-42.575462,43.296577,1.1792518,17.43706,3.1484425,9.86321,-7.1266856,7.7564464,-7.742348,9.95401,-6.528587,-2.76E-09,1.38E-09,0,-1.38E-09,4.13E-09,-1.38E-09,-6.89E-10,-2.76E-09,-4.13E-09,-6.89E-10,0,0,9.65E-09,-9.65E-09,-6.89E-10,6.89E-10,-1.03E-09,-2.24E-09,0,-3.98E-10,4.82E-09,2.58E-10,1.38E-09,2.76E-09,0,0,0
4.1258793,1.0397323,0.8813293,1.26569,1.2603965,1.2999965,0.96814466,0.2899046,0.060749345,0.01749094,-49.660847,76.19854,-43.175083,42.267838,0.86233485,16.730661,2.9779332,10.786319,-7.206711,7.1022096,-7.384713,9.631907,-6.9657288,2.76E-09,3.10E-09,5.51E-09,-1.89E-09,2.76E-09,2.76E-09,1.03E-09,0,-3.79E-09,0,4.13E-09,2.76E-09,0,2.07E-09,-6.89E-09,-3.10E-09,-1.38E-09,-3.45E-10,2.07E-09,0,-1.03E-09,0,-4.65E-09,1.03E-09,2.07E-09,-1.38E-09,0
4.063537,1.0116985,0.910594,1.266432,1.2370164,1.2962092,0.9656573,0.28489128,0.061530273,0.017070709,-50.004883,76.66995,-43.16593,42.319714,0.4222234,17.237268,3.0490723,11.562531,-7.535519,6.8138623,-7.6050367,9.214301,-6.9823585,9.65E-09,-5.51E-09,4.13E-09,0,0,2.76E-09,2.76E-09,1.38E-09,-2.76E-09,-1.38E-09,1.89E-09,1.38E-09,-1.38E-09,0,-2.58E-09,-5.51E-09,-2.76E-09,2.76E-09,0,1.72E-09,5.17E-10,-4.13E-09,-3.45E-09,2.41E-09,-8.40E-10,-3.45E-09,0
4.404257,1.0419798,0.8747939,1.3817947,1.3246963,1.4009148,0.9526406,0.29513073,0.052237462,0.015909605,-50.62974,79.05854,-45.932133,43.553707,2.222705,17.394068,4.0591507,10.158927,-8.264112,6.024991,-9.053553,10.917554,-7.2908306,2.76E-09,0,0,4.82E-09,3.45E-09,0,2.76E-09,2.07E-09,-6.89E-10,4.82E-09,1.38E-09,-4.13E-09,5.51E-09,-1.38E-09,1.03E-09,6.89E-10,0,6.89E-10,-8.61E-10,-1.38E-09,-2.58E-09,-1.38E-09,2.07E-09,-5.51E-09,1.38E-09,0,0
4.310304,0.9936887,0.848875,1.2385868,1.2599281,1.2163707,0.9869194,0.30848858,0.06577446,0.021352481,-49.064407,74.10357,-41.399094,42.778553,1.6263295,18.185778,3.5723758,11.095201,-8.143883,7.8653584,-8.189441,9.153305,-6.2713842,6.89E-10,6.89E-09,-5.51E-09,2.76E-09,-1.38E-09,0,-2.07E-09,-2.76E-09,1.38E-09,-2.07E-09,0,1.72E-09,-2.24E-09,6.89E-10,-6.89E-10,2.76E-09,-4.13E-09,3.10E-09,-6.89E-10,2.07E-09,3.45E-09,2.07E-09,-2.76E-09,1.38E-09,-6.03E-10,1.38E-09,0
4.6590304,0.99877965,0.7424085,1.1851038,1.2785293,1.21477,0.99889696,0.30279335,0.0674463,0.021545222,-49.830215,72.76604,-41.05186,43.79773,3.2949562,18.795511,3.0499356,10.754363,-8.671009,7.740721,-8.050369,8.37014,-6.225374,0,3.92E-09,0,5.51E-09,-3.45E-10,6.89E-10,4.13E-09,2.76E-09,1.38E-09,0,-1.38E-09,-1.38E-09,4.31E-09,-3.45E-10,0,1.72E-09,6.20E-09,-2.07E-09,-1.89E-09,2.76E-09,2.76E-09,2.58E-10,4.13E-09,3.45E-10,0,4.82E-09,0
4.7969646,1.0219814,0.74417925,1.1443286,1.2580972,1.2450285,0.9439409,0.27035153,0.06520274,0.017703557,-51.166412,74.79926,-41.59069,43.94871,3.3043494,18.631306,2.1554403,11.516116,-8.49839,6.638213,-7.76475,7.581584,-6.304205,1.38E-09,5.86E-09,5.51E-09,0,1.38E-09,2.33E-09,-2.76E-09,2.76E-09,-1.38E-09,-2.76E-09,-1.38E-09,-4.13E-09,-1.38E-09,-1.38E-09,2.07E-09,2.93E-09,4.82E-09,3.10E-09,1.72E-09,0,2.41E-09,-7.24E-09,-1.10E-08,0,-6.89E-10,1.72E-09,0
4.617278,1.0370885,0.76022077,1.1262835,1.2559568,1.2466577,0.9346418,0.258164,0.064157486,0.018089408,-51.313797,74.99607,-41.51019,43.313602,2.9886532,17.928665,1.3970834,11.80939,-9.073667,6.602405,-8.082861,7.2207103,-6.9225636,0,-2.76E-09,2.76E-09,0,3.79E-09,-1.72E-10,2.76E-09,-1.38E-09,-2.76E-09,-9.13E-09,2.76E-09,1.38E-09,1.38E-09,8.61E-09,3.45E-10,2.07E-09,4.57E-09,2.41E-09,-9.47E-10,1.38E-09,2.76E-09,3.45E-10,-1.31E-08,2.07E-09,1.38E-09,-1.72E-09,0
4.5433464,1.0176015,0.7562032,1.1472862,1.2953303,1.5423566,0.9850885,0.25916854,0.06462886,0.01834087,-50.6068,74.58093,-41.971233,43.517864,3.4946074,17.454607,1.3234947,12.017773,-9.040588,6.4604597,-7.54382,7.354632,-7.5304003,0,0,-1.38E-09,-4.48E-09,-5.51E-09,-5.51E-09,1.46E-09,-2.41E-09,4.13E-09,0,-1.38E-09,0,2.07E-09,-1.38E-09,-6.89E-10,4.48E-09,-1.38E-09,-2.07E-09,2.76E-09,6.89E-10,3.45E-09,-8.61E-10,-2.07E-09,3.45E-09,1.38E-09,6.89E-10,0
4.748079,0.9923311,0.7590496,1.1295002,1.3000259,1.6572597,0.99952567,0.26915696,0.067434505,0.018994069,-49.507473,73.82092,-41.88314,43.74076,3.9743743,17.309597,1.3483853,12.340514,-8.284929,6.0936556,-7.6189814,7.414802,-7.5312886,0,2.76E-09,2.07E-09,0,-2.76E-09,5.51E-09,0,1.38E-09,-2.07E-09,-1.38E-09,0,-2.58E-09,0,-2.07E-09,2.41E-09,2.58E-09,-2.93E-09,2.33E-09,-3.45E-10,3.45E-10,-2.76E-09,-1.03E-09,3.45E-10,5.00E-09,2.76E-09,3.79E-09,0
5.21211,1.052885,0.756949,1.1152363,1.2434336,1.3296292,0.9778828,0.2713915,0.06816598,0.01923502,-49.67786,73.84416,-40.83802,43.40357,3.080715,17.294083,1.1525126,11.344233,-9.095816,6.363229,-8.188212,6.41986,-7.530097,0,2.76E-09,-6.55E-09,2.76E-09,6.89E-10,2.07E-09,-6.89E-10,0,4.13E-09,-2.76E-09,-6.89E-10,-2.07E-09,2.41E-09,-3.79E-09,6.89E-10,-1.38E-09,1.03E-09,1.38E-09,2.41E-09,1.38E-09,-5.51E-09,2.76E-09,3.45E-09,-5.51E-09,-8.27E-09,-7.24E-09,0
5.619034,1.1055896,0.7253307,1.1045225,1.2322366,1.1907535,0.9557273,0.26434326,0.06787572,0.018877765,-50.77179,74.24528,-40.195557,43.524693,3.0016794,17.853998,0.92401385,10.709647,-9.743414,6.671984,-7.96446,6.112322,-7.342963,2.76E-09,5.51E-09,4.13E-09,-6.89E-10,-6.89E-10,1.38E-09,3.10E-09,-6.89E-10,6.89E-10,3.10E-09,-2.07E-09,0,0,-3.45E-09,-3.66E-09,5.17E-09,6.89E-10,4.65E-09,1.03E-09,1.38E-09,1.38E-09,-6.89E-10,-6.89E-10,-5.17E-10,-2.07E-09,-6.03E-10,0
